*PSYC 4P55,"Neural Mechanisms, Hormones and Behaviour"
"Relations among the hormones of the endocrine system, the nervous system and behaviour; the involvement of hormones in sexual behaviour, the mechanisms of stress and cognition; relevant research methodologies.","Lectures, seminar, 3 hours per week."
"Note: this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",*PSYC 4P56
Maturation and Development,"Influences of brain maturation on psychological development and vice versa, and the implications for behaviour."
"Lectures, seminar, 3 hours per week.","Note: this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term."
PSYC 4P57,Developmental Origins of Health and Disease
"Early-life environmental contributions to later-life health, including maternal/fetal adverse exposures and nutrition, infection, socioeconomic status, and early-life adversity. Research exploring biological mechanisms involved in social determinants of health.","Lectures, seminar, 3 hours per week."
"Note: this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",PSYC 4P58
Neuroplasticity and Behaviour in Adulthood and Aging,"Examination of the link between adult brain plasticity (especially neurogenesis) and animal vertebrate behaviour (i.e. learning, memory, social behaviour, stress, and anxiety)."
"Lectures, seminar, 3 hours per week.","Note: this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term."
PSYC 4P59,Psychology of Human-Animal Relations
"Topics include cognitive rationalizations, dehumanization, the ¡°meat paradox¡±, speciesism, and human-animal relations affecting climate change and zoonotic diseases, affection and bonding with animals.","Lecture, seminar, 3 hours per week."
"Note: this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",PSYC 4P60
Psychology of Bilingualism,"Methodology (e.g., behavioural and neuroimaging), second language acquisition (in children and adults), social psychological aspects of bilingualism and cognitive consequences of bilingualism."
"Lectures, seminar, 3 hours per week.","Note: this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term."
PSYC 4P63,Human Psychophysiology
"Concepts related to acquisition and analysis of bioelectrical signals recorded from the brain, pupillary system, skeletomotor system, cardiovascular system, electrodermal system and respiratory system. Applications to health and human factors include arousal, attention, emotion, stress, immunology, lie detection and brain injury.","Lectures, seminar, 3 hours per week."
"Note: this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",PSYC 4P69
Professional Topics in Psychology,"Topics may include privacy legislation, confidentiality, research ethics, post-degree training and professional programs, and other issues that individuals in psychology-related professions may face."
"Lectures, seminar, 3 hours per week.","Note: this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term."
PSYC 4P71,Psychology of Prejudice and Discrimination
"Theory and research on the basic processes involved in prejudice and discrimination. Topics include stereotyping, emotions, competition, contemporary prejudice, implicit biases, individual differences, and prejudice reduction.","Lectures, seminar, 3 hours per week."
"Note: this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",PSYC 4P72
Psychology of Violent Predators,"Multi-disciplinary approach in an effort to understand the psychology of criminals who engage in predatory violence, including serial killers, mass murderers, child molesters, and rapists. Theories, concepts and research from the fields of psychology, sociology, criminology and criminal justice that social scientists employ to understand and respond to violent criminals."
"Lectures, online activities, 3 hours per week.","Note: this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term."
PSYC 4P77,Introduction to the Profession of Clinical Psychology
"Review of ethical issues, approaches to assessment, research on the efficacy of psychotherapy and a selective review of evidence-based approaches for treating specific disorders.","Lectures, 3 hours per week."
"Note: this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",PSYC 4P79
Introduction to Counselling and Psychotherapy,"Contemporary major theories of counselling and psychotherapy, including client/person-centered counselling, cognitive-behaviour therapy, interpersonal psychotherapy, psychodynamic psychotherapy, and post-modern approaches."
"Lectures, seminar, 3 hours per week.","Note: this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term."
PSYC 4P92,History of Psychology
Historical development of the multiple orientations within psychology. Philosophical and scientific influences on the field of psychology and their relevance to new developments in psychology.,"Lectures, seminar, 3 hours per week."
Restriction: open to PSYC (single or combined) majors with a minimum 70 percent major average and permission of the Department.,"Note: students not completing a thesis in the same year or students in combined programs completing a thesis in another discipline should contact the Department. This course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term."
PSYC 4P93,Honours Thesis Seminar
"Discussion of Undergraduate thesis research and preparation, including examination of various topics in Psychology.","Lectures, seminar, 3 hours per week."
Restriction: open to PSYC (single or combined) majors with a minimum 80 percent major average and permission of the Department.,"Note: this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term."
PSYC 4P95,Literature Research
Scientific literature relevant to the topic of the empirical thesis.,Restriction: open to PSYC (single or combined) majors with a minimum 80 percent major average and permission of the Department.
"Note: this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",PSYC 4V85-4V89
Special Topics in Psychology,Structure and content of course varies.
PSYC 0N01,Work Placement I
First co-op work placement (4 months) with an approved employer.,Restriction: open to PSYC Co-op students.
PSYC 0N02,Work Placement II
Second co-op work placement (4 months) with an approved employer.,Restriction: open to PSYC Co-op students.
PSYC 0N03,Work Placement III
Third co-op work placement (4 months) with an approved employer.,Restriction: open to PSYC Co-op students.
PSYC 0N04,Work Placement IV
Optional co-op work placement (4 months) with an approved employer.,Restriction: open to PSYC Co-op students.
PSYC 0N05,Work Placement V
Optional co-op work placement (4 months) with an approved employer.,Restriction: open to PSYC Co-op students.
PSYC 0N90,Co-op Professional Preparation
"Provides students with the tools, resources and skills to maximize co-op employment and professional development opportunities.","Lectures, presentation, site visits, 1.5 hours per week."
Restriction: open to PSYC Co-op students.,"Note: this course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term."
PSYC 2C01,Co-op Reflective Learning and Integration I
Provide student with the opportunity to apply what they've learned in their academic studies through career-oriented work experiences at employer sites.,Restriction: open to PSYC Co-op students.
"Note: students will be required to prepare learning objectives, participate in a site visit, write a work term report and receive a successful work term performance evaluation. This course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",PSYC 2C02
Co-op Reflective and Integration II,Provide student with the opportunity to apply what they've learned in their academic studies through career-oriented work experiences at employer sites.
Restriction: open to PSYC Co-op students.,"Note: students will be required to prepare learning objectives, participate in a site visit, write a work term report and receive a successful work term performance evaluation. This course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term."
PSYC 2C03,Co-op Reflective Learning and Integration III
Provide student with the opportunity to apply what they've learned in their academic studies through career-oriented work experiences at employer sites.,Restriction: open to PSYC Co-op students.
"Note: students will be required to prepare learning objectives, participate in a site visit, write a work term report and receive a successful work term performance evaluation. This course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term.",PSYC 2C04
Co-op Reflective Learning and Integration IV,Provide student with the opportunity to apply what they've learned in their academic studies through career-oriented work experiences at employer sites.
Restriction: open to PSYC Co-op students.,"Note: students will be required to prepare learning objectives, participate in a site visit, write a work term report and receive a successful work term performance evaluation. This course may be offered in multiple modes of delivery. The method of delivery will be listed on the academic timetable, in the applicable term."
PSYC 2C05,Co-op Reflective Learning and Integration V
Provide student with the opportunity to apply what they've learned in their academics studies through career-oriented work experiences at employer sites.,Restriction: open to PSYC Co-op students.
