TARA,BURROUGHS,Athlete,Volleyball
DAN,BURROWS,Athlete,Hockey
DARREN,BURROWS,Athlete,Athletics
DENA,BURROWS,Athlete,Athletics
DIANNE,BURROWS,Athlete,Volleyball
JANET C,BURROWS,Athlete,Artistic Swimming
JOCELYN,BURROWS,Athlete,Gymnastics
LISA D,BURROWS,Athlete,Artistic Swimming
REID,BURROWS,Athlete,Triathlon
SCOTT ROBERT,BURROWS,Coach,Volleyball
STEVE,BURROWS,Coach, Athlete,Basketball
STEVE,BURROWS,Coach,Basketball
BRENDA,BURRY,Athlete,Alpine skiing
EDWARD,BURRY,Athlete,Hockey
GAIL,BURRY,Athlete,Curling
JENNIFER,BURRY,Athlete,Soccer
JONI,BURRY,Manager,Artistic Swimming
MARK,BURRY,Athlete,Badminton
MICHAEL,BURRY,Athlete,Archery
SARAH,BURRY,Athlete,Ringette
SHAWNA LYNN,BURRY,Athlete,Basketball
SHERRY,BURRY,Coach,Softball
SUSAN,BURRY,Athlete,Artistic Swimming
TRINA,BURRY,Athlete,Softball
BLAIR,BURSEY,Athlete,Golf
DREW,BURSEY,Guide, Athlete,Cross Country Skiing, Biathlon
ERIN,BURSEY,Athlete,Artistic Swimming
ERIN,BURSEY,Athlete,Volleyball
ERIN ELIZABETH,BURSEY,Athlete,Judo
GABE MICHAEL,BURSEY,Athlete,Swimming
JENNIFER,BURSEY,Athlete,Athletics
JENNY,BURSEY,Athlete,Athletics
KEITH,BURSEY,Technical Support,Alpine skiing
KEITH D,BURSEY,Athlete,Alpine skiing
KEVIN BRIAN,BURSEY,Coach,Figure Skating
MARTHA,BURSEY,Athlete,Athletics
MICHAEL JAMES,BURSEY,Coach, Athlete,Gymnastics
PAM,BURSEY,Coach,Artistic Swimming
PAMELA,BURSEY,Athlete,Artistic Swimming
PAMELA J.,BURSEY,Manager, Athlete,Artistic Swimming
STEPHEN,BURSEY,Athlete,Athletics
STEPHEN M.,BURSEY,Athlete,Cross Country Skiing
CARL,BURT,Athlete,Canoe Kayak
CHRISTOPHER PAUL JAMES,BURT,Athlete,Rugby
DAVE,BURT,Coach,Judo
GARY,BURT,Athlete,Baseball
GLENN,BURT,Athlete,Baseball
JENNIFER,BURT,Athlete,Athletics
JONAH,BURT,Athlete,Judo
JONATHAN,BURT,Athlete,Alpine skiing
KEITH,BURT,Athlete,Water Polo
KOBE,BURT,Athlete,Hockey
MACKENZIE,BURT,Athlete,Judo
MAX KEITH,BURT,Athlete,Volleyball
RYAN,BURT,Athlete,Alpine skiing
SAM W,BURT,Athlete,Volleyball
SCOTT,BURT,Athlete,Water Polo
ZACHARY CHARLES,BURT,Athlete,Judo
DAVID,BURT-GERRANS,Athlete,Weightlifting
SARA M,BURTINSKY,Athlete,Gymnastics
MASON,BURTNIK,Athlete,Cycling
KERRY,BURTNYK,Athlete,Curling
BRADEN,BURTON,Athlete,Curling
BRUCE,BURTON,Athlete,Athletics
CATHY,BURTON,Coach,Ringette
CATHY,BURTON,Manager,Soccer
CHANTEL,BURTON,Athlete,Gymnastics
CHERYL,BURTON,Manager,Cross Country Skiing
CINDY,BURTON,Coach,Rowing
COREY,BURTON,Athlete,Boxing
DAVID,BURTON,Athlete,Athletics
DAVID,BURTON,Athlete,Canoe Kayak
DAVID,BURTON,Athlete,Rugby
EMILY,BURTON,Athlete,Ringette
HOWARD,BURTON,Athlete,Table Tennis
JAMIE,BURTON,Athlete,Boxing
JAMIE,BURTON,Athlete,Cycling
JAMIE,BURTON,Coach,Alpine skiing
JEFF,BURTON,Athlete,Table Tennis
JENNIFER,BURTON,Athlete,Soccer
JOEY,BURTON,Athlete,Cross Country Skiing
JOHN,BURTON,Athlete,Sailing
JULIA,BURTON,Athlete,Ringette, Soccer
KENNETH,BURTON,Athlete,Soccer
LUKE,BURTON,Athlete,Squash
MARK,BURTON,Athlete,Rugby
MARK ANDREW,BURTON,Athlete,Volleyball
NATASHA,BURTON,Athlete,Judo
NATHAN RANDALL,BURTON,Athlete,Archery
RACHAEL,BURTON,Athlete,Soccer
RICHARD,BURTON,Athlete,Hockey
RICK,BURTON,Athlete,Swimming
ROBERT,BURTON,Coach,Athletics
RYAN,BURTON,Athlete,Golf
SAMUEL,BURTON,Athlete,Athletics
SANDRA,BURTON,Athlete,Bowling
SHERRY,BURTON,Athlete,Soccer
SUSAN,BURTON,Athlete,Water Polo
SYDNEY,BURTON,Coach,Volleyball
TYLER,BURTON,Athlete,Hockey
PATRICK,BURTT,Athlete,Soccer
RILEY,BURTT,Athlete,Baseball
PETER,BURWASH,Athlete,Tennis
MACLAREN FAY,BURWELL,Athlete,Swimming
BRENDA,BURY,Athlete,Swimming
GREGORY A. C.,BURY,Athlete,Badminton
SARAH,BURY,Athlete,Volleyball
MARY,BURZMINSKI,Athlete,Athletics
JEROME,BUSCH,Athlete,Boxing
KELLY,BUSCH,Coach,Wrestling
KURTIS,BUSCH,Athlete,Wrestling
WILLIAM E,BUSCHNER,Athlete,Fencing
KOENRAAD,BUSEMAN,Athlete,Rugby
L.,BUSENIUS,Athlete,Volleyball
JOCELYN,BUSERY,Athlete,Target Shooting
BARB,BUSH,Coach,Diving
BEVERLEY,BUSH,Athlete,Athletics
CRAIG,BUSH,Athlete,Swimming
JESSICA ERIN,BUSH,Athlete,Field Hockey
KANERAHTENS,BUSH,Athlete,Wrestling
RYAN,BUSH,Athlete,Water Ski
STELLA,BUSH,Athlete,Cycling
STEVE,BUSH,Coach,Water Ski
TRACY,BUSH,Athlete,Curling
AL,BUSHEL,Athlete,Gymnastics
CHRIS,BUSHEY,Athlete,Curling
JESSICA,BUSHEY,Athlete,Volleyball
TED,BUSHNIK,Athlete,Gymnastics
MIKE,BUSHORE,Athlete,Swimming
JOSÉE,BUSILACCHI,Athlete,Soccer
JAMIE,BUSS,Athlete,Basketball
MICHAEL,BUSS,Athlete,Speed Skating
DARCEY,BUSSE,Athlete,Volleyball
JONATHON,BUSSE,Athlete,Wheelchair Basketball
MATT,BUSSE,Athlete,Volleyball
JESSICA MARIE,BUSSEY,Athlete,Athletics
MELANIE,BUSSEY,Athlete,Speed Skating
ALEX,BUSSIÈRES,Athlete,Athletics
JOSEE,BUSSIERES,Athlete,Canoe Kayak
MARIE,BUSSIERES,Athlete,Softball
SANDY,BUSSIÈRES,Athlete,Wrestling
MATTHEW,BUSTARD,Athlete,Wrestling
JOHN,BUSTIN,Athlete,Basketball
KYLE,BUSTIN,National Artist Program
LIZA,BUSTIN,Athlete,Swimming
ALEX,BUSTOS,Athlete,Soccer
JULIE,BUTCHART,Athlete,Artistic Swimming
AMANDA,BUTCHER,Athlete,Cross Country Skiing
BOB,BUTCHER,Manager,Rugby
CHARLOTTE,BUTCHER,Athlete,Snowboard
HALEY CLAIRE,BUTCHER,Athlete,Field Hockey
JOAN,BUTCHER,Athlete,Cycling
JUDITH,BUTCHER,Athlete,Softball
LOCKY,BUTCHER,Athlete,Athletics
LORRAINE YVONNE,BUTCHER,Coach,Wheelchair Basketball
SARA,BUTCHER,Athlete,Basketball
SCOTT,BUTCHER,Athlete,Rugby
FRÉDÉRIC,BUTEAU,Athlete,Softball
AARON NATHANIEL,BUTLER,Athlete,Swimming
ALAN,BUTLER,Athlete,Baseball
ALANNA,BUTLER,Apprentice Coach,Cross Country Skiing
ALEX,BUTLER,Athlete,Swimming
ALISON,BUTLER,Athlete,Rowing
BLYTHE,BUTLER,Athlete,Artistic Swimming
BOB,BUTLER,Coach,Basketball
BRENDA,BUTLER,Athlete,Water Polo
BRETT,BUTLER,Athlete,Basketball
BRIANNA MARIE,BUTLER,Athlete,Basketball
BRUCE,BUTLER,Athlete,Hockey
CAMERON MICHAEL,BUTLER,Athlete,Judo
CARTER,BUTLER,Athlete,Boxing
CASHEL,BUTLER,Athlete,Water Polo
CATHY,BUTLER,Manager,Basketball
CATRIN,BUTLER,Manager,Snowboard
CHAMPION,BUTLER,Athlete,Wrestling
CHARLENE,BUTLER,Athlete,Volleyball
CHERYL,BUTLER,Athlete,Volleyball
CHERYL JENNA,BUTLER,Athlete,Athletics
CHRISTINA,BUTLER,Athlete,Hockey
CHRISTOPHER HAROLD,BUTLER,Athlete,Rugby
CRAIG,BUTLER,Athlete,Baseball
DARCY,BUTLER,Athlete,Wrestling
DAVID,BUTLER,Athlete,Swimming
DAVID,BUTLER,Athlete,Volleyball
DAVID,BUTLER,Athlete,Weightlifting
DENNIS,BUTLER,Athlete,Badminton
ERIKA,BUTLER,Coach,Swimming
FRANCIS,BUTLER,Athlete,Badminton
FRANK,BUTLER,Athlete,Basketball
GORDON,BUTLER,Athlete,Hockey
J. KURT,BUTLER,Athlete,Judo
JACQUES JR,BUTLER,Athlete,Fencing
JAMES,BUTLER,Athlete,Athletics
JENNIFER,BUTLER,Coach,Athletics
JIM,BUTLER,Athlete,Athletics
JONATHAN,BUTLER,Athlete,Athletics
JONATHAN,BUTLER,Athlete,Baseball
JOSEPH,BUTLER,Athlete,Athletics
KAILA,BUTLER,Athlete,Athletics
KAREN,BUTLER,Athlete,Tennis
KATHY,BUTLER,Athlete,Water Ski
KATHY,BUTLER,Athlete,Athletics
KEITH,BUTLER,Coach,Ringette
KEN,BUTLER,Athlete,Soccer
LES,BUTLER,Athlete,Lacrosse
LES,BUTLER,Athlete,Hockey
LESTER,BUTLER,Coach,Weightlifting
MATT,BUTLER,Athlete,Cross Country Skiing
MATTHEW JOHN,BUTLER,Athlete,Hockey
MAURICE,BUTLER,Athlete,Baseball
MEGHAN ELIZABETH,BUTLER,Athlete,Tennis
MICHAEL,BUTLER,Athlete,Hockey
MICHAEL,BUTLER,Coach,Badminton
MICHELLE,BUTLER,Athlete,Artistic Swimming
NICK,BUTLER,Athlete,Softball
PETER,BUTLER,Athlete,Athletics
PETER,BUTLER,Athlete,Baseball
PETER,BUTLER,Athlete,Badminton
ROBIN,BUTLER,Coach, Manager, Athlete,Cross Country Skiing
ROD,BUTLER,Athlete,Volleyball
RON,BUTLER,Athlete,Baseball
RYAN M.,BUTLER,Athlete,Alpine skiing
SHANNON,BUTLER,Athlete,Cross Country Skiing
SHELLY,BUTLER,Athlete,Field Hockey
SIGNA,BUTLER,Athlete,Field Hockey
STEPHEN,BUTLER,Athlete,Weightlifting
STEVEN,BUTLER,Athlete,Weightlifting
SUZANNE,BUTLER,Athlete,Squash
TERESA MARY,BUTLER,Athlete,Basketball
TIM,BUTLER,Athlete,Basketball
TRACEY,BUTLER,Athlete,Cycling
TROY,BUTLER,Manager,Softball
WARREN,BUTLER,Athlete,Rugby
WILLIAM,BUTLER,Athlete,Water Ski
CATHY,BUTLIN,Athlete,Basketball
TRENA,BUTNOR,Athlete,Archery
ADAM,BUTT,Athlete,Wrestling
ANGELA,BUTT,Athlete,Rowing
BRANDT ANTHONY KEIR,BUTT,Athlete,Boxing
CRAIG,BUTT,Athlete,Judo
GLENN,BUTT,Athlete,Badminton
JARED NATHANIEL,BUTT,Athlete,Basketball
JESSICA,BUTT,Athlete,Gymnastics
KEVIN,BUTT,Athlete,Volleyball
KRISTEN,BUTT,Athlete,Badminton
LORI,BUTT,Athlete,Athletics
NICK,BUTT,Athlete,Volleyball
PIX,BUTT,Manager,Squash
RICHARD,BUTT,Athlete,Volleyball
ROGER,BUTT,Athlete,Baseball
STEPHNANIE,BUTT,Athlete,Gymnastics
SYLVIA,BUTT,Manager,Curling
TRENT,BUTT,Athlete,Softball
CHRISTINA BRIANNE,BUTTENHAM,Athlete,Basketball
CLAIRE GWYNETH WILCOX,BUTTERFIELD,National Artist Program
DANECA ROSE,BUTTERFIELD,Athlete,Hockey
ALYCIA,BUTTERWORTH,Athlete,Athletics
DAYNA,BUTTERWORTH,Athlete,Soccer
DIANE,BUTTERWORTH,Athlete,Field Hockey
JACLYN ELIZABETH,BUTTERWORTH,Athlete,Field Hockey
LINDSEY,BUTTERWORTH,Athlete,Athletics
MADDIE,BUTTINGER,Athlete,Athletics
MARK W,BUTTLER,Athlete,Table Tennis
DAVID,BUTTON,Athlete,Hockey
IAN,BUTTON,Athlete,Cycling
JEN,BUTTON,Athlete,Swimming
LAURA NANCY,BUTTON,Athlete,Cycling
LORNA,BUTTON,Athlete,Volleyball
MAXIMILLIAN WILLIAM,BUTTON,Manager,Rowing
NORMA,BUTTON,Athlete,Curling
SARAH ELIZABETH,BUTTON,Athlete,Swimming
SHAWN,BUTTON,Athlete,Swimming
THOMAS,BUTTON,Athlete,Wheelchair Basketball
JOHN,BUTTS,Athlete,Softball
KATELYN,BUTTS,Athlete,Target Shooting
JODY,BUTZ,Athlete,Softball
ROBBY,BUTZ,Athlete,Softball
COLLEEN,BUTZ-PURDUE,Coach, Apprentice Coach,Ringette
ERIYEZA,BUWEMBO,Athlete,Basketball
JAMES,BUXTON,Athlete,Figure Skating
ANDREW,BUXTON-FORMAN,Athlete,Rugby
MEGAN,BUYDENS,Coach,Wrestling
SONYA,BUYS,Athlete,Cycling
BRENT,BUZAHORA,Athlete,Rugby
KYLE ALEXANDER,BUZIKIEVICH,Athlete,Archery
ANDREA M,BUZINSKI,Athlete,Figure Skating
STEVE JAMES,BUZINSKI,Athlete,Speed Skating
NANCY,BUZZELL,Coach, Athlete,Field Hockey
LEIGH,BYBLOW,Athlete,Weightlifting
LARISSA,BYCKALO,Coach,Volleyball
CARLOS,BYE,Athlete,Hockey
NUNAVUT,BYE,Athlete,Wrestling
JORDAN-LEE,BYER,Athlete,Wrestling
M.,BYER,Athlete,Water Polo
JULIE,BYERS,Coach,Speed Skating
KIA KAITLYN,BYERS,Athlete,Canoe Kayak
MICHAEL,BYERS,Athlete,Athletics
MICHAEL,BYERS,Athlete,Athletics
ROBYN VANESSA,BYERS,Athlete,Field Hockey
JOHN,BYLUND,Athlete,Wrestling
WILLIAM,BYMA,Athlete,Volleyball
JILLIAN JOYCE,BYMAN,Athlete,Artistic Swimming
PHIL,BYMAN,Athlete,Water Polo
J.,BYME,Athlete,Water Polo
STACEY-LEIGH,BYNOE,Athlete,Athletics
JOE,BYRAM,Athlete,Swimming
KAREN,BYRAM,Athlete,Figure Skating
LORI,BYRAM,Athlete,Figure Skating
KIRAN,BYRAPANENI,Athlete,Badminton, Tennis
KIRAN,BYRAPANENI,Athlete,Tennis
ADRIAN GRANT,BYRNE,Athlete,Wrestling
ALLISON,BYRNE,Athlete,Speed Skating
ANN,BYRNE,Manager,Volleyball
DAMIAN,BYRNE,Athlete,Alpine skiing
DANIEL,BYRNE,Athlete,Softball
DARCY,BYRNE,Athlete,Softball
D'ARCY,BYRNE,Athlete,Swimming
DENNIS WILLIAM,BYRNE,Athlete,Soccer
EDWARD,BYRNE,Athlete,Basketball
GERALD,BYRNE,Coach,Volleyball
GERRY,BYRNE,Athlete,Alpine skiing
GORDON,BYRNE,Coach,Softball
GREGOR,BYRNE,Technical Support,Alpine skiing
JACOB DESMOND,BYRNE,Athlete,Speed Skating
JAKE,BYRNE,Athlete,Rowing
JEANETTE,BYRNE,Athlete,Basketball
JENNIFER,BYRNE,Manager,Figure Skating
JESSE,BYRNE,Athlete,Biathlon, Wrestling
JILL,BYRNE,Athlete,Volleyball
JIM,BYRNE,Coach,Hockey
JOANNE,BYRNE,Athlete,Basketball
JOANNE,BYRNE,Athlete,Judo
JOE,BYRNE,Manager,Hockey
JOHN,BYRNE,Athlete,Hockey
JOSEPH,BYRNE,Coach,Hockey
JOSH DOUGLAS,BYRNE,Guide,Alpine skiing
JUDY,BYRNE,Athlete,Basketball
KELTIE,BYRNE,Athlete,Swimming
LUCAS,BYRNE,Coach, Athlete,Alpine skiing
MARK,BYRNE,Athlete,Gymnastics
MICHAEL,BYRNE,Athlete,Baseball
MIKE,BYRNE,Athlete,Alpine skiing
PATRICK,BYRNE,Athlete,Lacrosse
PHILIP,BYRNE,Coach,Speed Skating
ROY THOMAS,BYRNE,Athlete,Volleyball, Judo
RYAN,BYRNE,Athlete,Athletics
SARAH,BYRNE,Athlete,Alpine skiing
SHANE PENUTE,BYRNE,Athlete,Volleyball, Table Tennis
SHANNON,BYRNE,Athlete,Alpine skiing, Field Hockey
TEGHAN,BYRNE,Athlete,Artistic Swimming
TIMMY,BYRNE,Athlete,Athletics
TONY,BYRNE,Athlete,Softball
TORY,BYRNE,Manager,Diving
TRINA,BYRNE,Athlete,Soccer
KATHY,BYRNES,Athlete,Water Polo
CODY FREDRICK,BYRNS,Athlete,Freestyle Skiing
PATRIC,BYRNS,Manager,Sailing
PAYT,BYRNS,Athlete, Manager,Sailing
SYDNEY,BYRNS,Athlete,Sailing
TANYS,BYRNS,Athlete,Sailing
BOB,BYRON,Athlete,Swimming
TYLER,BYRON,Athlete,Wrestling
MELISSA,BZOWEY,Athlete,Alpine skiing
PORFIRIO BECERRIL,C.,Coach,Diving
PASCAL-HUGO,C.CANTIN,Athlete,Swimming
CHANEL,CABAK,Athlete,Figure Skating
JULIE-CHRISTINE,CABAN,Athlete,Athletics
CLINT,CABANA,Athlete,Hockey
DAVID,CABANA,Athlete,Rowing
FRÉDÉRIK,CABANA,Athlete,Hockey
MICHAËL ÉRIC,CABANA,Athlete,Swimming
BRENDAN,CABARDO-ATKIN,Athlete,Volleyball
C.,CABLE,Athlete,Volleyball
JAKE,CABOTT,Athlete,Volleyball
ANGIE,CABRAJA,Guide,Swimming
MATT,CABRAJA,Athlete,Swimming
STEVE,CABRAJA,Guide,Swimming
EMILIA,CABRERA MALLETTE,Athlete,Table Tennis
IGNACIO,CABRERA,Athlete,Table Tennis
MICHAEL,CACCAMO,National Artist Program
DAMIEN,CACHIA,Athlete,Gymnastics
KRYSTAL R,CACKA,Athlete,Target Shooting
STEVEN,CACKA,Athlete,Target Shooting
LEO,CADA,Athlete,Rowing
MICHELLE,CADA,Athlete,Table Tennis
COREY,CADEAU,Athlete,Soccer
MORGAN,CADENE,Athlete,Archery
GUERLY,CADET,Athlete,Fencing
RODDY,CADET,Athlete,Fencing
FIONA,CADGER,Athlete,Water Polo
CHRIS,CADIEUX,Athlete,Biathlon
DANI,CADIEUX,Athlete,Freestyle Skiing
JULIEN JEAN,CADIEUX,National Artist Program
KYLE ADELARD,CADIEUX,Athlete,Freestyle Skiing
PATRICK,CADIEUX,Athlete,Weightlifting
STEPHANE,CADIEUX,Coach,Badminton
SYLVAIN,CADIEUX,Athlete,Archery
DANIEL,CADIGAN,Athlete,Lacrosse
JAMES,CADIGAN,Athlete,Rowing
TEDDY,CADIGAN,Athlete,Basketball
DANNY,CADMAN,Athlete,Water Ski
GERRY,CADMAN,Athlete,Racquetball
MARTIN,CADORETTE,Coach,Hockey
JOHN,CADORIN,Athlete,Athletics
FRED,CADOTTE,Athlete,Tennis
HALEY,CADWALLADER,Athlete,Athletics
KRIS,CADWELL,Athlete,Figure Skating
ROBERT,CADWELL,Athlete,Softball
ERROL,CAETA,Athlete,Table Tennis
SUE,CAGEORGE,Athlete,Field Hockey
SUE,CAGEORGE,Coach,Alpine skiing
ADRIAN,CAHILL,Manager,Soccer
ANNE,CAHILL,Athlete,Volleyball
BECKY,CAHILL,Athlete,Hockey
HANNAH FAULKNER,CAHILL,Athlete,Softball
JOHN,CAHILL,Athlete,Rugby
MACKENZIE,CAHILL,Athlete,Hockey
SHANNON,CAHILL,Athlete,Basketball
STEPHEN,CAHILL,Athlete,Soccer
MICHAEL XIAOHANG,CAI,Athlete,Swimming
KYLE,CAIE,Athlete,Triathlon
NORM,CAIG,Manager, Coach, Athlete,Baseball
KATHRYN ELIZABETH,CAIGER,Athlete,Field Hockey, Ringette
RYAN,CAIL,Athlete,Baseball
WANDA,CAIN JOHNSON,Manager,Wheelchair Basketball
ANGELA,CAIN,Athlete,Artistic Swimming
CHRIS,CAIN,Athlete,Basketball
MARTINA,CAIN,Athlete,Basketball
MATTHEW,CAIN,Athlete,Table Tennis
SARA,CAIN,Athlete,Softball
TIMOTHY,CAIN,Athlete,Table Tennis
EMILY,CAINE,Athlete,Target Shooting
KELSIE,CAINE,Athlete,Ringette
SARAH,CAINE,Athlete,Target Shooting
BRIAN,CAINES,Athlete,Athletics
CHRIS,CAINES,Athlete,Soccer
CLIFFORD DESMOND,CAINES,Athlete,Athletics
JEFFREY,CAINES,Athlete,Rowing
JOSIE,CAINES,Athlete,Basketball
NANCY MARCHETA ANNE,CAINES,Athlete,Hockey
RANDY,CAINES,Coach,Hockey
ROBERT PATRICK,CAINES,Athlete,Rugby
RYAN,CAINES,Athlete,Soccer
SHANNON ELIZABETH,CAINES,Athlete,Judo
SHELDON,CAINES,Athlete,Athletics
TYLER,CAINES,Athlete,Hockey
SARA MICHELLE,CAIRD,Athlete,Canoe Kayak
TIM,CAIRNEY,Athlete,Swimming
CASSIDY,CAIRNS,Athlete,Swimming
ELIZABETH,CAIRNS,Athlete,Artistic Swimming, Gymnastics
EMILY,CAIRNS,Athlete,Softball
GLEN,CAIRNS,Athlete,Swimming
JAMIE,CAIRNS,Athlete,Hockey
JIM,CAIRNS,Manager,Hockey
JOE,CAIRNS,Athlete,Archery
MARY GESINA,CAIRNS,Athlete,Target Shooting
SCOTT,CAIRNS,Coach,Target Shooting
TERRI,CAIRNS,Manager, Athlete,Squash, Badminton
TOBY,CAIRNS,Athlete,Gymnastics
TROY,CAIRNS,Athlete,Badminton
AVA,CAIRNS-LOCKE,Athlete,Squash
AMY,CAISSIE,Athlete,Athletics
B.J.,CAISSIE,Athlete,Biathlon
BRETT,CAISSIE,Athlete,Baseball
CHRIS,CAISSIE,Athlete,Wrestling
JEREMIE,CAISSIE,Athlete,Hockey
LYNN,CAISSIE,Athlete,Softball
MARC,CAISSIE,Coach,Ringette
MARTINE,CAISSIE,Athlete,Ringette
NICOLE,CAISSIE,Athlete,Hockey
RENE,CAISSIE,Athlete,Soccer
TODD,CAISSIE,Athlete,Lacrosse
DANIELLE,CAISSY,Athlete,Swimming
TED,CAIT,Athlete,Tennis
LAREN,CAIY,Athlete,Softball
BARBARA,CAJAS,Coach,Judo
EMSAD,CAJIC,Athlete,Soccer
JAMES,CAKO,Athlete,Wrestling
DARREN BEECHER,CALABRESE,Athlete,Volleyball
NATALE,CALABRESE,Athlete,Soccer
DANIEL,CALABRETTA,Athlete,Soccer
KRIS,CALCUTT,Athlete,Soccer
DAVID,CALDER,Athlete,Rowing
KIM,CALDER,Manager,Rowing
LESLIE,CALDER,Athlete,Badminton
LORNA,CALDER,Coach,Diving
MAUREEN,CALDER,Manager,Freestyle Skiing
REBECCA,CALDER,Athlete,Soccer
SHANE,CALDER,Athlete,Hockey
SUSAN,CALDER,Athlete,Badminton
ALEXANDRA,CALDERONE,Athlete,Hockey
ANDI,CALDERONE,Athlete,Hockey
HILARY,CALDWELL,Athlete,Swimming
IAN CHASE,CALDWELL,Athlete,Fencing
JARED,CALDWELL,Athlete,Baseball
KATHLEEN CLAIRE,CALDWELL,Athlete,Swimming
R.B.,CALDWELL,Athlete,Baseball
S.,CALDWELL,Athlete,Field Hockey
SUSAN,CALDWELL,Athlete,Basketball
TODD,CALDWELL,Athlete,Hockey
JAYCEE,CALE,Athlete,Ringette
BARRY,CALHOUN,Athlete,Rugby
WILLIAM,CALHOUN,Coach,Swimming
XINYA,CALHOUN,Athlete,Artistic Swimming
DAVID,CALIGIURI,Athlete,Judo
BRENT MEHMET,CALIS,Athlete,Wrestling
MARIE MONNETTE,CALIXTO,Athlete,Athletics
CINDY,CALKIN,Athlete,Gymnastics
MICHELLE,CALKINS,Manager, Coach,Artistic Swimming
AUSTIN,CALLADINE,Athlete,Hockey
AARON,CALLAGHAN,Athlete,Curling
ALANA,CALLAGHAN,Athlete,Softball
ANASTASIA,CALLAGHAN,Athlete,Volleyball
CATHERINE,CALLAGHAN,Athlete,Volleyball
GREG,CALLAGHAN,Athlete,Baseball
JANA,CALLAGHAN,Athlete,Gymnastics, Figure Skating
KAITLIN,CALLAGHAN,Athlete,Soccer
LAURA M,CALLAGHAN,Athlete,Gymnastics
LYNN,CALLAGHAN,Athlete,Curling
MARLA,CALLAGHAN,Athlete,Gymnastics
MIKE,CALLAGHAN,Athlete,Curling
REG,CALLAGHER,Athlete,Softball
CARRIE NICOLE,CALLAHAN,Athlete,Judo
LAURA,CALLAHAN,Athlete,Table Tennis
LEAH,CALLAHAN,Athlete,Wrestling
NICK,CALLAHAN,Athlete,Boxing
RODERICK,CALLAHAN,Athlete,Wrestling
LIAM,CALLAHAN-MARTIN,Athlete,Rowing
DAVON C,CALLANDER,Athlete,Alpine skiing
JENNIFER,CALLANDER,Athlete,Volleyball
JESSIE,CALLANDER,Athlete,Ringette
RAIMONDO,CALLARI,Athlete,Baseball
BETTINA,CALLARY,Coach,Alpine skiing
KRIS,CALLAWAY,Athlete,Hockey
FIONA M,CALLENDER,Athlete,Athletics
JAMILLAH,CALLENDER,Athlete,Athletics
IAN,CALLIOU,Coach,Wrestling
JANA-LEA,CALLIS,Athlete,Field Hockey
LISA,CALLISON,Athlete,Speed Skating
TANYA,CALLON,Coach,Freestyle Skiing
GIL,CALMEIRA,Athlete,Wrestling
JANICE,CALNAN,Athlete,Figure Skating
MARGARET,CALOF,Athlete,Racquetball
ALEX,CALON,Athlete,Soccer
JAMIE,CALON,Athlete,Cycling
JO ANN,CALVERLEY,Athlete,Athletics
JULIE,CALVERT,Athlete,Swimming
JULIE DOROTHY,CALVERT,Athlete,Rowing
JAMILA,CALVEZ,Athlete,Soccer
LAYLA,CALVI,Apprentice Coach,Volleyball
DEBBIE,CALVIN,Coach,Gymnastics
MIKE,CALVIN,Athlete,Rugby
YOHANN,CAM,Athlete,Rugby
ALAIN,CAMARAIRE,Athlete,Tennis
MICHELLE,CAMARATA,Athlete,Gymnastics
LESLEY,CAMASO,Team Manager - NAP
JOE,CAMBRIA,Athlete,Lacrosse
MARTIN,CAMBRIA,Athlete,Basketball
AIMEE LYNN,CAMERON,Athlete,Volleyball
ALEC,CAMERON,Athlete,Curling
ANDREW,CAMERON,Athlete,Racquetball
ANDY,CAMERON,Athlete,Racquetball
ANDY,CAMERON,Manager,Soccer
ANDY,CAMERON,Coach,Soccer
ANNA,CAMERON,Athlete,Rowing
AVARD,CAMERON,Technical Support,Hockey
BEN,CAMERON,Athlete,Baseball, Hockey
BERKELEY,CAMERON,Coach,Speed Skating
BETH,CAMERON,Athlete,Badminton
BLAKE,CAMERON,Athlete,Swimming
BRAD,CAMERON,Athlete,Badminton
BRIAN,CAMERON,Athlete,Baseball
CAMILLE,CAMERON,Athlete,Alpine skiing
CONNOR,CAMERON,Athlete,Speed Skating
DAVID,CAMERON,Athlete,Fencing
DEE,CAMERON,Athlete,Athletics
DEON,CAMERON,Athlete,Wrestling
DIANE,CAMERON,Athlete,Athletics
DONALD,CAMERON,Athlete,Tennis
DONNA,CAMERON,Athlete,Alpine skiing
DOUG,CAMERON,Athlete,Lawn Bowling
DOUG,CAMERON,Athlete,Canoe Kayak
DOUG,CAMERON,Coach,Softball
DYLAN,CAMERON,Athlete,Baseball
EVAN ANDREW,CAMERON,Athlete,Rugby
GEORGE,CAMERON,Coach, Athlete,Speed Skating
H.,CAMERON,Athlete,Field Hockey
HUGH,CAMERON,Athlete,Racquetball
IAIN,CAMERON,Athlete,Rugby
IAN,CAMERON,Athlete,Alpine skiing
JACK,CAMERON,Athlete,Hockey
JACK C,CAMERON,Manager,Judo
JAMIE,CAMERON,Athlete,Softball
JEAN,CAMERON,Athlete,Athletics
JEFFREY,CAMERON,Athlete,Softball
JESSE,CAMERON,Athlete,Soccer
JILL,CAMERON,Manager,Swimming
JOAN,CAMERON,Coach,Curling
JOAN,CAMERON,Manager,Alpine skiing
JOHN,CAMERON,Athlete,Hockey
JOSHUA DUNCAN,CAMERON,Athlete,Boxing
KAITLYN ANN,CAMERON,Athlete,Softball
KAREN,CAMERON,Athlete,Alpine skiing
